id,data_count_new,cluster_belong_new,data_count_sum
1,3,0,3
2,1,0,4
3,1,0,5
4,1,0,6
5,1,0,7
6,1,0,8
7,1,0,9
8,1,0,10
9,1,0,11
10,2,0,13
11,1,0,14
12,1,0,15
13,1,0,16
14,1,0,17
15,1,0,18
16,1,0,19
17,1,0,20
18,1,0,21
19,2,0,23
20,1,0,24
21,1,0,25
22,1,0,26
23,1,0,27
24,1,0,28
25,1,0,29
26,1,0,30
27,1,0,31
28,1,0,32
29,1,0,33
30,1,0,34
31,1,0,35
32,1,0,36
33,1,0,37
34,1,0,38
35,1,0,39
36,1,0,40
37,1,0,41
38,1,0,42
39,1,0,43
40,1,0,44
41,1,0,45
42,1,0,46
43,1,0,47
44,1,0,48
45,1,0,49
46,1,0,50
47,1,0,51
48,1,0,52
49,1,0,53
50,1,0,54
51,1,0,55
52,1,0,56
53,1,0,57
54,7,0,64
55,2,0,66
56,2,0,68
57,1,0,69
58,1,0,70
59,1,0,71
60,1,0,72
61,1,0,73
62,1,0,74
63,1,0,75
64,1,0,76
65,1,0,77
66,1,0,78
67,1,0,79
68,1,0,80
69,1,0,81
70,10,0,91
71,1,0,92
72,1,0,93
73,2,0,95
74,1,0,96
75,3,0,99
76,1,0,100
77,1,0,101
78,1,0,102
79,1,0,103
80,2,0,105
81,1,0,106
82,1,0,107
83,1,0,108
84,1,0,109
85,1,0,110
86,1,0,111
87,1,0,112
88,1,0,113
89,1,0,114
90,1,0,115
91,1,0,116
92,1,0,117
93,1,0,118
94,1,0,119
95,1,0,120
96,1,0,121
97,1,0,122
98,1,0,123
99,1,0,124
100,1,0,125
101,1,0,126
102,1,0,127
103,1,0,128
104,1,0,129
105,1,0,130
106,1,0,131
107,1,0,132
108,1,0,133
109,1,0,134
110,1,0,135
111,1,0,136
112,1,0,137
113,1,0,138
114,1,0,139
115,1,0,140
116,1,0,141
117,1,0,142
118,1,0,143
119,1,0,144
120,1,0,145
121,1,0,146
122,1,0,147
123,1,0,148
124,1,0,149
125,1,0,150
126,1,0,151
127,1,0,152
128,1,0,153
129,2,0,155
130,1,0,156
131,1,0,157
132,1,0,158
133,1,0,159
134,1,0,160
135,1,0,161
136,1,0,162
137,1,0,163
138,1,0,164
139,1,0,165
140,1,0,166
141,1,0,167
142,1,0,168
143,1,0,169
144,1,0,170
145,2,0,172
146,1,0,173
147,1,0,174
148,1,0,175
